(1, 51)
(1, 52)
(1, 53)
(1, 54)
(1, 55)
(1, 56)
(1, 57)
(1, 58)
(1, 59)
(1, 59)
(1, 59)
(1, 59)
(1, 59)
(2, 59)
(3, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 59)
(4, 58)
(4, 57)
(4, 56)
(4, 55)
(4, 54)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(4, 53)
(3, 53)
(2, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 53)
(1, 52)
(1, 51)
(151, 1)
(1, 51)
(151, 1)
(1, 51)
(151, 1)
(1, 51)
(151, 1)
(1, 51)
(151, 1)
(1, 51)
(151, 1)
(1, 51)
(151, 1)
(150, 1)
(149, 1)
(148, 1)
(147, 1)
(146, 1)
(145, 1)
(144, 1)
(143, 1)
(142, 1)
(141, 1)
(140, 1)
(139, 1)
(138, 1)
(137, 1)
(136, 1)
(135, 1)
(134, 1)
(133, 1)
(132, 1)
(131, 1)
(130, 1)
(129, 1)
(128, 1)
(127, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(126, 1)
(25, 51)
(24, 51)
(23, 51)
(22, 51)
(22, 51)
(22, 51)
(22, 51)
(22, 51)
(22, 51)
(22, 51)
(22, 51)
(22, 52)
(22, 53)
(22, 54)
(22, 55)
(22, 56)
(22, 57)
(22, 58)
(22, 59)
(22, 60)
(22, 61)
(22, 62)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(22, 63)
(23, 63)
(24, 63)
(25, 63)
(26, 63)
(27, 63)
(28, 63)
(29, 63)
(30, 63)
(31, 63)
(32, 63)
(33, 63)
(34, 63)
(35, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 64)
(36, 65)
(36, 66)
(36, 67)
(36, 68)
(36, 69)
(36, 70)
(36, 71)
(36, 72)
(36, 73)
(36, 74)
(36, 75)
(36, 76)
(36, 77)
(36, 78)
(36, 79)
(36, 80)
(36, 81)
(36, 82)
(36, 83)
(36, 84)
(36, 85)
(36, 86)
(36, 87)
(36, 88)
(36, 89)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(36, 90)
(35, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 90)
(34, 91)
(34, 92)
(34, 93)
(34, 94)
(34, 95)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(34, 96)
(33, 96)
(33, 97)
(33, 98)
(33, 99)
(33, 100)
(33, 101)
(33, 102)
(33, 103)
(33, 104)
(32, 104)
(31, 104)
(30, 104)
(29, 104)
(28, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 104)
(27, 105)
(27, 105)
(27, 105)
(27, 105)
(28, 105)
(29, 105)
(30, 105)
(31, 105)
(32, 105)
(33, 105)
(34, 105)
(35, 105)
(36, 105)
(37, 105)
(38, 105)
(39, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 105)
(40, 106)
(40, 107)
(40, 108)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(40, 109)
(39, 109)
(38, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
(37, 109)
